"","x"
"1170","J2_B003659"
"1171","J7_B003071"
"1172","K14_B003659"
"1173","K16_B003070"
"1174","L10_B003070"
"1175","E10_B000420"
"1176","F8_B003119"
"1177","O21_B003658"
"1178","C17_B003577"
"1179","F1_B003577"
"1180","H15_B003577"
"1181","N19_B003577"
"1182","P12_B003577"
"1183","B22_B001474"
"1184","C13_B003187"
"1185","C13_B003191"
"1186","C17_B003523"
"1187","D13_B003191"
"1188","G18_B003523"
"1189","H17_B003523"
"1190","J18_B003647"
"1191","K7_B001470"
"1192","M19_B001474"
"1193","O19_B003523"
"1194","P18_B003523"
"1195","A12_B001545"
"1196","B11_B001475"
"1197","F20_B003093"
"1198","J20_B001464"
"1199","N18_B001545"
"1200","B8_1001000329"
"1201","E1_1001000409"
"1202","G1_B003048"
"1203","J11_1001000410"
"1204","A18_B003648"
"1205","B16_B003648"
"1206","C12_B003648"
"1207","D4_B003648"
"1208","J19_B003648"
"1209","O15_B003648"
"1210","P13_B003648"
"1211","B6_B003659"
"1212","E15_B003659"
"1213","G15_B003659"
"1214","J10_B003070"
"1215","L19_B003659"
"1216","M16_B003659"
"1217","M17_B003659"
"1218","M6_B003659"
"1219","K20_B003656"
"1220","N10_B003776"
"1221","I4_B003116"
"1222","D20_B001474"
"1223","L20_B001470"
"1224","B22_B003093"
"1225","H22_B003097"
"1226","A21_B003132"
"1227","B12_B001554"
"1228","C22_B002572"
"1229","E12_B003528"
"1230","F21_B003528"
"1231","I14_B003528"
"1232","L19_B001554"
"1233","P20_B001554"
"1234","D6_1001000292"
"1235","C2_1001000329"
"1236","C3_1001000329"
"1237","A18_B003191"
"1238","D19_B003132"
"1239","E1_B003647"
"1240","E21_B003647"
"1241","H18_B003523"
"1242","K11_B003129"
"1243","N14_B001556"
"1244","N17_B003093"
"1245","H4_B001795"
"1246","D9_1001000295"
"1247","E1_1001000295"
"1248","B3_1001000295"
"1249","G7_1001000295"
"1250","B6_1001000301"
"1251","B6_1001000302"
"1252","C7_1001000302"
"1253","D4_1001000302"
"1254","D8_1001000302"
"1255","F5_1001000301"
"1256","F5_1001000302"
"1257","F7_1001000302"
"1258","G8_1001000302"
"1259","B6_1001000315"
"1260","E8_1001000315"
"1261","G1_1001000315"
"1262","H3_1001000315"
"1263","B5_1001000329"
"1264","D1_1001000322"
"1265","H10_1001000329"
"1266","C18_1001000340"
"1267","H20_1001000339"
"1268","P15_1001000339"
"1269","A2_B003785"
"1270","A6_1001000377"
"1271","B5_B001797"
"1272","B6_1001000377"
"1273","C2_B001799"
"1274","D2_B001799"
"1275","D3_B001799"
"1276","E1_B001798"
"1277","F2_B001798"
"1278","F5_B001799"
"1279","G5_B003785"
"1280","K4_B001800"
"1281","M4_B003785"
"1282","B1_1001000409"
"1283","C10_1001000411"
"1284","E3_1001000409"
"1285","O10_1001000411"
"1286","O2_1001000412"
"1287","O7_1001000411"
"1288","P11_1001000378"
"1289","P21_1001000410"
"1290","B5_B001799"
"1291","C3_B001799"
"1292","D19_1001000365"
"1293","E3_B001798"
"1294","F1_B001799"
"1295","F1_B001800"
"1296","G1_B001800"
"1297","H1_B001799"
"1298","J2_B001800"
"1299","J3_B001799"
"1300","K2_B001800"
"1301","O4_B001800"
"1302","A10_B003646"
"1303","A10_B003648"
"1304","A11_B003648"
"1305","A12_B000861"
"1306","A12_B003648"
"1307","A13_B000861"
"1308","A13_B000863"
"1309","A13_B003067"
"1310","A13_B003648"
"1311","A14_B000861"
"1312","A14_B003648"
"1313","A15_B000861"
"1314","A15_B000863"
"1315","A15_B003648"
"1316","A16_B003648"
"1317","A17_B000863"
"1318","A17_B003648"
"1319","A19_B003648"
"1320","A21_B000863"
"1321","A21_B003067"
"1322","A3_B003654"
"1323","A4_B003646"
"1324","A7_B003648"
"1325","A9_B003648"
"1326","B10_B003648"
"1327","B11_B003648"
"1328","B12_B003648"
"1329","B13_B000863"
"1330","B13_B003648"
"1331","B14_B000863"
"1332","B14_B003067"
"1333","B14_B003648"
"1334","B15_B000863"
"1335","B15_B003648"
"1336","B16_B000863"
"1337","B17_B000863"
"1338","B17_B003648"
"1339","B18_B000863"
"1340","B18_B003648"
"1341","B19_B000861"
"1342","B19_B000863"
"1343","B19_B003067"
"1344","B19_B003648"
"1345","B1_B003067"
"1346","B1_B003646"
"1347","B20_B000863"
"1348","B21_B000863"
"1349","B22_B000863"
"1350","B22_B003067"
"1351","B3_B003654"
"1352","B5_B003646"
"1353","B8_B003654"
"1354","B9_B003646"
"1355","B9_B003648"
"1356","C11_B003648"
"1357","C12_B000863"
"1358","C13_B000863"
"1359","C13_B003067"
"1360","C13_B003648"
"1361","C14_B000863"
"1362","C14_B003067"
"1363","C14_B003648"
"1364","C15_B003648"
"1365","C16_B000861"
"1366","C16_B000863"
"1367","C16_B003067"
"1368","C16_B003648"
"1369","C17_B000861"
"1370","C17_B003648"
"1371","C18_B000863"
"1372","C18_B003648"
"1373","C19_B000863"
"1374","C19_B003648"
"1375","C1_B003067"
"1376","C1_B003646"
"1377","C1_B003654"
"1378","C21_B000861"
"1379","C2_B003646"
"1380","C4_B003067"
"1381","C7_B003646"
"1382","C8_B003646"
"1383","C9_B003646"
"1384","C9_B003648"
"1385","D10_B003648"
"1386","D11_B003646"
"1387","D11_B003648"
"1388","D12_B000863"
"1389","D12_B003648"
"1390","D13_B000863"
"1391","D13_B003648"
"1392","D14_B003648"
"1393","D15_B003648"
"1394","D16_B003067"
"1395","D16_B003648"
"1396","D18_B000863"
"1397","D18_B003648"
"1398","D19_B000863"
"1399","D19_B003648"
"1400","D20_B000863"
"1401","D20_B003067"
"1402","D22_B000863"
"1403","D3_B000861"
"1404","D5_B003654"
"1405","D9_B003067"
"1406","D9_B003648"
"1407","E10_B003067"
"1408","E10_B003646"
"1409","E10_B003648"
"1410","E12_B003648"
"1411","E13_B000863"
"1412","E13_B003067"
"1413","E13_B003648"
"1414","E14_B000861"
"1415","E14_B000863"
"1416","E14_B002568"
"1417","E14_B003648"
"1418","E15_B000863"
"1419","E15_B003648"
"1420","E16_B000863"
"1421","E16_B003067"
"1422","E16_B003648"
"1423","E17_B000863"
"1424","E17_B003648"
"1425","E18_B000863"
"1426","E19_B003648"
"1427","E20_B000863"
"1428","E21_B000861"
"1429","E2_B003646"
"1430","E3_B003646"
"1431","E3_B003654"
"1432","E4_B003646"
"1433","E5_B000863"
"1434","E6_B003646"
"1435","E9_B003648"
"1436","F11_B003646"
"1437","F11_B003648"
"1438","F12_B000863"
"1439","F12_B003648"
"1440","F13_B000863"
"1441","F13_B003067"
"1442","F13_B003648"
"1443","F14_B000863"
"1444","F14_B003067"
"1445","F14_B003648"
"1446","F15_B000863"
"1447","F15_B003648"
"1448","F16_B000861"
"1449","F16_B003648"
"1450","F17_B000861"
"1451","F17_B000863"
"1452","F17_B003648"
"1453","F18_B000863"
"1454","F19_B000863"
"1455","F19_B003648"
"1456","F1_B003646"
"1457","F20_B000861"
"1458","F21_B000863"
"1459","F21_B003067"
"1460","F22_B000861"
"1461","F22_B000863"
"1462","F5_B003646"
"1463","F6_B003646"
"1464","F7_B003646"
"1465","F8_B003067"
"1466","F9_B003648"
"1467","G10_B003646"
"1468","G12_B003648"
"1469","G13_B003648"
"1470","G14_B000863"
"1471","G14_B003648"
"1472","G15_B000861"
"1473","G15_B003648"
"1474","G16_B003648"
"1475","G17_B000863"
"1476","G18_B003648"
"1477","G19_B000863"
"1478","G19_B003648"
"1479","G20_B003067"
"1480","G22_B000861"
"1481","G4_B003067"
"1482","G5_B003648"
"1483","G6_B003646"
"1484","G8_B003646"
"1485","G9_B003648"
"1486","H10_B003067"
"1487","H11_B000901"
"1488","H11_B003648"
"1489","H12_B000861"
"1490","H13_B000863"
"1491","H13_B003648"
"1492","H15_B003648"
"1493","H16_B000863"
"1494","H16_B003067"
"1495","H16_B003648"
"1496","H17_B000861"
"1497","H17_B000863"
"1498","H17_B003648"
"1499","H18_B003648"
"1500","H19_B000861"
"1501","H19_B003648"
"1502","H20_B000863"
"1503","H21_B003067"
"1504","H22_B000861"
"1505","H3_B003646"
"1506","H5_B003067"
"1507","H5_B003646"
"1508","H6_B003067"
"1509","H6_B003646"
"1510","H8_B003646"
"1511","H9_B003646"
"1512","H9_B003648"
"1513","I10_B003648"
"1514","I11_B003648"
"1515","I12_B003648"
"1516","I13_B000863"
"1517","I13_B003648"
"1518","I14_B000861"
"1519","I14_B000863"
"1520","I14_B003648"
"1521","I15_B000863"
"1522","I15_B003648"
"1523","I16_B000863"
"1524","I16_B003648"
"1525","I17_B000863"
"1526","I17_B003067"
"1527","I17_B003648"
"1528","I18_B003648"
"1529","I19_B000861"
"1530","I19_B003648"
"1531","I20_B003067"
"1532","I20_B003648"
"1533","I22_B000861"
"1534","I22_B003067"
"1535","I3_B003067"
"1536","I5_B003067"
"1537","I7_B003067"
"1538","I7_B003646"
"1539","I8_B003067"
"1540","I9_B003646"
"1541","I9_B003648"
"1542","J10_B003648"
"1543","J11_B003646"
"1544","J11_B003648"
"1545","J12_B003067"
"1546","J12_B003648"
"1547","J13_B000861"
"1548","J13_B000863"
"1549","J13_B003067"
"1550","J13_B003648"
"1551","J14_B003648"
"1552","J15_B003067"
"1553","J15_B003648"
"1554","J17_B003648"
"1555","J18_B003648"
"1556","J19_B003067"
"1557","J1_B003646"
"1558","J20_B003067"
"1559","J22_B000863"
"1560","J22_B003648"
"1561","J4_B003646"
"1562","J7_B003646"
"1563","J9_B003648"
"1564","K11_B003646"
"1565","K11_B003648"
"1566","K12_B003648"
"1567","K13_B003648"
"1568","K14_B000861"
"1569","K14_B000863"
"1570","K14_B003067"
"1571","K14_B003648"
"1572","K15_B003648"
"1573","K16_B003648"
"1574","K17_B000861"
"1575","K17_B003648"
"1576","K18_B000863"
"1577","K18_B003648"
"1578","K19_B003648"
"1579","K21_B000863"
"1580","K21_B001788"
"1581","K3_B003646"
"1582","K5_B003646"
"1583","K7_B003646"
"1584","K9_B003648"
"1585","L10_B000863"
"1586","L10_B003648"
"1587","L11_B003646"
"1588","L12_B003067"
"1589","L12_B003648"
"1590","L13_B003648"
"1591","L14_B000861"
"1592","L14_B003067"
"1593","L14_B003648"
"1594","L15_B003067"
"1595","L15_B003648"
"1596","L16_B003648"
"1597","L17_B000861"
"1598","L17_B003648"
"1599","L18_B000861"
"1600","L19_B000861"
"1601","L19_B003648"
"1602","L20_B003067"
"1603","L22_B000861"
"1604","L4_B003067"
"1605","L5_B003067"
"1606","L6_B003646"
"1607","L7_B003646"
"1608","L8_B003067"
"1609","L9_B003646"
"1610","L9_B003648"
"1611","M10_B003648"
"1612","M11_B003646"
"1613","M11_B003648"
"1614","M12_B003648"
"1615","M13_B000861"
"1616","M13_B003067"
"1617","M14_B003648"
"1618","M15_B000861"
"1619","M15_B000863"
"1620","M15_B003648"
"1621","M16_B000861"
"1622","M16_B003067"
"1623","M16_B003648"
"1624","M17_B000861"
"1625","M17_B003648"
"1626","M18_B003648"
"1627","M19_B003648"
"1628","M1_B003067"
"1629","M20_B000861"
"1630","M21_B000861"
"1631","M22_B000863"
"1632","M4_B003646"
"1633","M7_B000901"
"1634","M7_B003646"
"1635","M9_B003646"
"1636","M9_B003648"
"1637","N10_B003648"
"1638","N11_B003067"
"1639","N11_B003646"
"1640","N11_B003648"
"1641","N12_B003648"
"1642","N13_B000863"
"1643","N14_B003648"
"1644","N15_B000863"
"1645","N15_B003067"
"1646","N15_B003648"
"1647","N16_B000861"
"1648","N16_B003648"
"1649","N17_B000861"
"1650","N17_B000863"
"1651","N17_B003648"
"1652","N18_B000863"
"1653","N18_B003648"
"1654","N19_B000861"
"1655","N19_B000863"
"1656","N19_B003648"
"1657","N1_B003067"
"1658","N1_B003646"
"1659","N20_B000861"
"1660","N20_B000863"
"1661","N21_B000861"
"1662","N2_B003646"
"1663","N3_B003067"
"1664","N3_B003646"
"1665","N4_B003646"
"1666","N5_B003646"
"1667","N9_B003646"
"1668","N9_B003648"
"1669","O10_B003648"
"1670","O11_B003067"
"1671","O11_B003648"
"1672","O12_B000861"
"1673","O14_B000861"
"1674","O14_B003067"
"1675","O14_B003648"
"1676","O16_B000861"
"1677","O16_B003648"
"1678","O17_B000861"
"1679","O17_B003648"
"1680","O18_B000861"
"1681","O18_B003648"
"1682","O19_B003648"
"1683","O1_B000861"
"1684","O20_B000861"
"1685","O21_B000861"
"1686","O22_B000861"
"1687","O22_B003067"
"1688","O2_B003646"
"1689","O3_B003067"
"1690","O8_B000575"
"1691","P10_B003646"
"1692","P10_B003648"
"1693","P11_B003648"
"1694","P12_B000863"
"1695","P12_B003648"
"1696","P13_B000861"
"1697","P14_B000861"
"1698","P14_B003648"
"1699","P15_B000861"
"1700","P15_B003648"
"1701","P16_B003648"
"1702","P17_B000861"
"1703","P17_B000863"
"1704","P17_B003648"
"1705","P18_B000861"
"1706","P18_B000863"
"1707","P18_B003648"
"1708","P19_B000861"
"1709","P19_B003067"
"1710","P19_B003648"
"1711","P1_B000869"
"1712","P20_B000863"
"1713","P20_B003067"
"1714","P21_B000861"
"1715","P21_B003067"
"1716","P22_B000861"
"1717","P22_B003067"
"1718","P5_B003646"
"1719","P7_B003646"
"1720","P9_B003646"
"1721","P9_B003648"
"1722","A11_B003659"
"1723","A12_B000862"
"1724","A12_B003659"
"1725","A13_B000860"
"1726","A13_B000862"
"1727","A13_B003070"
"1728","A14_B000860"
"1729","A14_B000862"
"1730","A15_B000860"
"1731","A15_B000862"
"1732","A15_B003659"
"1733","A16_B000860"
"1734","A16_B003659"
"1735","A17_B000860"
"1736","A17_B003071"
"1737","A18_B003659"
"1738","A19_B003659"
"1739","A1_B000278"
"1740","A20_B000860"
"1741","A2_B000278"
"1742","A7_B003071"
"1743","A9_B003071"
"1744","B11_B003659"
"1745","B12_B003071"
"1746","B12_B003659"
"1747","B13_B000860"
"1748","B13_B003659"
"1749","B15_B003659"
"1750","B16_B003659"
"1751","B17_B000862"
"1752","B18_B000860"
"1753","B18_B000862"
"1754","B18_B003070"
"1755","B18_B003659"
"1756","B19_B000862"
"1757","B19_B003659"
"1758","B20_B003070"
"1759","B22_B000862"
"1760","B4_B003071"
"1761","B6_B003071"
"1762","B7_B003071"
"1763","B9_B003070"
"1764","C10_B003659"
"1765","C12_B003070"
"1766","C12_B003659"
"1767","C13_B003659"
"1768","C14_B003659"
"1769","C15_B000860"
"1770","C15_B003659"
"1771","C16_B003070"
"1772","C16_B003659"
"1773","C17_B003070"
"1774","C19_B000860"
"1775","C19_B000862"
"1776","C19_B003659"
"1777","C20_B003071"
"1778","C21_B003070"
"1779","C22_B003070"
"1780","C2_B003070"
"1781","C3_B003659"
"1782","C5_B003659"
"1783","C6_B003070"
"1784","C7_B003071"
"1785","C8_B003071"
"1786","C9_B003070"
"1787","C9_B003659"
"1788","D10_B003659"
"1789","D11_B003659"
"1790","D12_B003659"
"1791","D13_B000862"
"1792","D13_B003071"
"1793","D13_B003659"
"1794","D14_B003659"
"1795","D15_B003659"
"1796","D16_B003070"
"1797","D16_B003071"
"1798","D16_B003659"
"1799","D17_B000860"
"1800","D17_B003070"
"1801","D17_B003659"
"1802","D18_B003070"
"1803","D18_B003659"
"1804","D19_B003659"
"1805","D20_B003070"
"1806","D4_B003071"
"1807","D7_B003071"
"1808","D9_B003071"
"1809","E10_B003659"
"1810","E12_B003659"
"1811","E13_B003071"
"1812","E13_B003659"
"1813","E14_B003659"
"1814","E16_B003659"
"1815","E17_B003070"
"1816","E17_B003659"
"1817","E18_B000862"
"1818","E18_B003071"
"1819","E18_B003659"
"1820","E19_B003659"
"1821","E21_B003070"
"1822","E22_B000862"
"1823","E3_B003070"
"1824","E4_B003071"
"1825","E5_B003070"
"1826","E5_B003071"
"1827","E9_B003659"
"1828","F10_B003659"
"1829","F11_B003659"
"1830","F12_B000860"
"1831","F12_B003659"
"1832","F13_B000862"
"1833","F13_B003070"
"1834","F13_B003659"
"1835","F14_B003659"
"1836","F16_B003659"
"1837","F17_B000860"
"1838","F17_B003659"
"1839","F18_B003659"
"1840","F19_B000862"
"1841","F19_B003070"
"1842","F20_B000860"
"1843","F9_B003659"
"1844","G10_B003659"
"1845","G11_B003659"
"1846","G12_B003070"
"1847","G12_B003071"
"1848","G12_B003659"
"1849","G13_B000862"
"1850","G13_B003659"
"1851","G15_B000860"
"1852","G16_B003070"
"1853","G16_B003659"
"1854","G17_B000860"
"1855","G17_B003659"
"1856","G18_B003659"
"1857","G19_B003659"
"1858","G21_B000862"
"1859","G2_B003070"
"1860","G2_B003071"
"1861","G3_B003070"
"1862","G4_B003070"
"1863","G4_B003071"
"1864","G9_B000887"
"1865","G9_B003071"
"1866","G9_B003659"
"1867","H10_B003659"
"1868","H11_B000870"
"1869","H12_B003659"
"1870","H13_B003659"
"1871","H14_B003659"
"1872","H15_B003070"
"1873","H15_B003659"
"1874","H16_B003659"
"1875","H17_B000860"
"1876","H17_B003659"
"1877","H19_B003659"
"1878","H21_B000862"
"1879","H21_B003070"
"1880","H22_B000862"
"1881","H3_B000862"
"1882","H3_B003071"
"1883","H4_B003071"
"1884","H5_B003070"
"1885","H5_B003071"
"1886","H9_B003659"
"1887","I10_B003659"
"1888","I11_B003659"
"1889","I12_B000860"
"1890","I13_B000862"
"1891","I13_B003659"
"1892","I14_B003659"
"1893","I15_B000862"
"1894","I16_B000860"
"1895","I16_B003659"
"1896","I17_B000862"
"1897","I17_B003659"
"1898","I18_B000862"
"1899","I18_B003659"
"1900","I19_B000860"
"1901","I19_B003070"
"1902","I19_B003659"
"1903","I1_B000278"
"1904","I20_B000862"
"1905","I21_B003071"
"1906","I22_B000862"
"1907","I2_B000278"
"1908","I3_B000278"
"1909","I3_B003070"
"1910","I4_B000278"
"1911","I5_B000278"
"1912","I6_B000278"
"1913","I9_B003659"
"1914","J10_B003659"
"1915","J11_B003659"
"1916","J12_B003659"
"1917","J13_B003659"
"1918","J14_B003659"
"1919","J15_B003659"
"1920","J16_B003659"
"1921","J17_B000862"
"1922","J17_B003659"
"1923","J18_B003659"
"1924","J1_B003070"
"1925","J1_B003071"
"1926","J20_B000862"
"1927","J22_B000862"
"1928","J22_B003070"
"1929","J8_B003071"
"1930","J9_B003070"
"1931","J9_B003071"
"1932","J9_B003659"
"1933","K10_B003659"
"1934","K11_B003070"
"1935","K11_B003659"
"1936","K12_B003659"
"1937","K13_B003071"
"1938","K13_B003659"
"1939","K15_B003659"
"1940","K16_B003071"
"1941","K17_B003659"
"1942","K18_B003659"
"1943","K19_B003659"
"1944","K1_B003071"
"1945","K20_B000862"
"1946","K22_B000862"
"1947","K4_B003070"
"1948","K4_B003071"
"1949","K9_B003659"
"1950","L10_B003659"
"1951","L12_B003659"
"1952","L13_B003071"
"1953","L13_B003659"
"1954","L14_B000862"
"1955","L14_B003078"
"1956","L14_B003659"
"1957","L15_B003070"
"1958","L15_B003659"
"1959","L16_B000862"
"1960","L16_B003070"
"1961","L16_B003659"
"1962","L17_B003659"
"1963","L18_B003659"
"1964","L21_B000862"
"1965","L22_B003070"
"1966","L5_B003071"
"1967","L6_B000883"
"1968","L6_B003071"
"1969","L7_B003070"
"1970","L7_B003071"
"1971","L9_B003659"
"1972","M10_B003070"
"1973","M10_B003659"
"1974","M11_B003070"
"1975","M11_B003659"
"1976","M12_B000862"
"1977","M12_B003659"
"1978","M13_B003070"
"1979","M13_B003659"
"1980","M14_B003659"
"1981","M15_B000862"
"1982","M16_B000862"
"1983","M16_B003070"
"1984","M18_B003659"
"1985","M19_B003659"
"1986","M1_B000260"
"1987","M21_B003070"
"1988","M22_B000278"
"1989","M6_B003078"
"1990","M9_B003070"
"1991","M9_B003659"
"1992","N10_B003659"
"1993","N11_B003070"
"1994","N11_B003659"
"1995","N12_B003659"
"1996","N13_B003659"
"1997","N14_B003070"
"1998","N14_B003659"
"1999","N16_B003659"
"2000","N17_B000862"
"2001","N17_B003659"
"2002","N18_B003659"
"2003","N19_B003659"
"2004","N21_B003071"
"2005","N22_B003071"
"2006","N5_B003071"
"2007","N6_B003070"
"2008","N6_B003071"
"2009","N9_B003659"
"2010","O10_B003070"
"2011","O10_B003071"
"2012","O14_B003070"
"2013","O18_B003071"
"2014","O1_B003070"
"2015","O20_B000862"
"2016","O21_B000862"
"2017","O3_B003071"
"2018","O5_B003071"
"2019","O8_B003071"
"2020","P11_B003071"
"2021","P14_B003071"
"2022","P15_B003070"
"2023","P16_B003070"
"2024","P19_B000862"
"2025","P19_B003071"
"2026","P21_B003071"
"2027","P3_B003070"
"2028","P6_B003070"
"2029","P6_B003071"
"2030","P7_B003070"
"2031","P8_B003070"
"2032","P9_B003070"
"2033","A10_B003121"
"2034","A12_B003121"
"2035","A13_B003121"
"2036","A14_B003121"
"2037","A15_B003121"
"2038","A16_B003121"
"2039","A17_B003121"
"2040","A18_B003121"
"2041","A19_B003121"
"2042","A20_B003121"
"2043","A21_B003121"
"2044","A4_B003121"
"2045","A6_B003117"
"2046","A6_B003121"
"2047","A7_B003121"
"2048","A8_B003121"
"2049","A9_B003117"
"2050","A9_B003121"
"2051","B10_B003121"
"2052","B11_B003121"
"2053","B12_B003121"
"2054","B13_B003121"
"2055","B14_B003121"
"2056","B15_B003121"
"2057","B16_B003121"
"2058","B17_B003121"
"2059","B18_B003121"
"2060","B19_B003115"
"2061","B19_B003121"
"2062","B1_B003121"
"2063","B20_B003121"
"2064","B21_B003121"
"2065","B22_B003121"
"2066","B4_B003121"
"2067","B5_B003121"
"2068","B7_B003121"
"2069","B8_B003121"
"2070","B9_B003121"
"2071","C10_B003121"
"2072","C11_B003121"
"2073","C12_B003115"
"2074","C12_B003121"
"2075","C13_B003121"
"2076","C14_B003117"
"2077","C14_B003121"
"2078","C15_B003121"
"2079","C16_B003121"
"2080","C17_B003121"
"2081","C18_B003121"
"2082","C19_B003121"
"2083","C20_B003121"
"2084","C21_B003121"
"2085","C22_B003121"
"2086","C4_B003121"
"2087","C5_B003117"
"2088","C5_B003121"
"2089","C6_B003121"
"2090","C7_B003121"
"2091","C8_B003121"
"2092","C9_B003121"
"2093","D10_B003121"
"2094","D11_B003121"
"2095","D12_B003121"
"2096","D13_B003121"
"2097","D14_B003121"
"2098","D15_B003121"
"2099","D16_B003121"
"2100","D17_B003113"
"2101","D17_B003121"
"2102","D18_B003121"
"2103","D19_B003121"
"2104","D20_B003121"
"2105","D21_B003121"
"2106","D22_B003121"
"2107","D4_B003121"
"2108","D5_B003121"
"2109","D6_B003121"
"2110","D7_B003121"
"2111","D8_B003121"
"2112","D9_B003121"
"2113","E10_B003121"
"2114","E11_B003121"
"2115","E12_B003121"
"2116","E13_B003121"
"2117","E14_B003121"
"2118","E15_B003121"
"2119","E16_B003121"
"2120","E17_B003113"
"2121","E17_B003121"
"2122","E18_B003121"
"2123","E19_B003121"
"2124","E20_B003121"
"2125","E21_B003121"
"2126","E22_B003121"
"2127","E3_B003121"
"2128","E4_B003117"
"2129","E4_B003121"
"2130","E5_B000577"
"2131","E5_B003121"
"2132","E6_B003121"
"2133","E7_B003117"
